Cell 9 Timestamp,50pct Cell 9 Current,50pct Cell 9 Voltage,50pct Cell 9 Temp,Cell 9 Resistance,Cell 10 Timestamp,50pct Cell 10 Current,50pct Cell 10 Voltage,50pct Cell 10 Temp,Cell 10 Resistance,Cell 11 Timestamp,50pct Cell 11 Current,50pct Cell 11 Voltage,50pct Cell 11 Temp,Cell 11 Resistance,Cell 12 Timestamp,50pct Cell 12 Current,50pct Cell 12 Voltage,50pct Cell 12 Temp,Cell 12 Resistance,Cell 13 Timestamp,50pct Cell 13 Current,50pct Cell 13 Voltage,50pct Cell 13 Temp,Cell 13 Resistance,Cell 14 Timestamp,50pct Cell 14 Current,50pct Cell 14 Voltage,50pct Cell 14 Temp,Cell 14 Resistance,Cell 15 Timestamp,50pct Cell 15 Current,50pct Cell 15 Voltage,50pct Cell 15 Temp,Cell 15 Resistance,Cell 16 Timestamp,50pct Cell 16 Current,50pct Cell 16 Voltage,50pct Cell 16 Temp,Cell 16 Resistance
08-29-2025-Fri 15-30-24-PM,0.1,5.908,-70.2708,73.85,08-29-2025-Fri 15-30-24-PM,0.2,5.912,-69.932,36.95,08-29-2025-Fri 15-30-24-PM,0.3,5.916,-69.6148,24.65,08-29-2025-Fri 15-30-24-PM,0.4,5.908,-68.97,18.4625,08-29-2025-Fri 15-30-24-PM,0.1,5.904,-68.729,73.8,08-29-2025-Fri 15-30-24-PM,0.2,5.916,-69.013,36.975,,,,,,08-29-2025-Fri 15-30-24-PM,0.2,5.908,-69.779,36.925
08-29-2025-Fri 15-31-46-PM,0.1,5.904,-70.861,73.8,08-29-2025-Fri 15-31-46-PM,0.3,5.908,-70.5,24.6167,08-29-2025-Fri 15-31-46-PM,0.4,5.912,-70.2052,18.475,08-29-2025-Fri 15-31-46-PM,0.5,5.908,-69.593,14.77,08-29-2025-Fri 15-31-46-PM,0.1,5.9,-69.4179,73.75,08-29-2025-Fri 15-31-46-PM,0.2,5.912,-69.615,36.95,,,,,,08-29-2025-Fri 15-31-46-PM,0.3,5.908,-70.353,24.6167
08-29-2025-Fri 15-31-49-PM,0.2,5.908,-70.861,36.925,08-29-2025-Fri 15-31-49-PM,0.3,5.908,-70.533,24.6167,08-29-2025-Fri 15-31-49-PM,0,5.908,-70.2052,inf,08-29-2025-Fri 15-31-49-PM,0.3,5.908,-69.626,24.6167,08-29-2025-Fri 15-31-49-PM,0.7,5.904,-69.4508,10.5429,08-29-2025-Fri 15-31-49-PM,0.2,5.916,-69.735,36.975,,,,,,08-29-2025-Fri 15-31-49-PM,0.1,5.908,-70.484,73.85
08-29-2025-Fri 15-31-51-PM,0.4,5.904,-70.861,18.45,08-29-2025-Fri 15-31-51-PM,0.5,5.912,-70.522,14.78,08-29-2025-Fri 15-31-51-PM,0.1,5.912,-70.2379,73.9,08-29-2025-Fri 15-31-51-PM,0.2,5.912,-69.669,36.95,08-29-2025-Fri 15-31-51-PM,0.3,5.9,-69.4836,24.5833,08-29-2025-Fri 15-31-51-PM,0.3,5.916,-69.636,24.65,,,,,,08-29-2025-Fri 15-31-51-PM,0.2,5.908,-70.336,36.925
08-29-2025-Fri 15-31-53-PM,0.4,5.9,-70.8937,18.4375,08-29-2025-Fri 15-31-53-PM,0.1,5.912,-70.555,73.9,08-29-2025-Fri 15-31-53-PM,0.5,5.912,-70.2379,14.78,08-29-2025-Fri 15-31-53-PM,0.3,5.908,-69.669,24.6167,08-29-2025-Fri 15-31-53-PM,0,5.9,-69.4508,inf,08-29-2025-Fri 15-31-53-PM,0.2,5.916,-69.702,36.975,,,,,,08-29-2025-Fri 15-31-53-PM,0.2,5.908,-70.451,36.925
08-29-2025-Fri 15-31-56-PM,0,5.904,-70.8937,inf,08-29-2025-Fri 15-31-56-PM,0.4,5.912,-70.555,18.475,08-29-2025-Fri 15-31-56-PM,0,5.912,-70.2379,inf,08-29-2025-Fri 15-31-56-PM,0.5,5.908,-69.658,14.77,08-29-2025-Fri 15-31-56-PM,0.5,5.904,-69.4836,14.76,08-29-2025-Fri 15-31-56-PM,0.1,5.916,-69.702,73.95,08-29-2025-Fri 15-31-56-PM,0.1,5.904,-71.0249,73.8,08-29-2025-Fri 15-31-56-PM,0.4,5.908,-70.435,18.4625
08-29-2025-Fri 15-31-58-PM,0.2,5.904,-70.9266,36.9,08-29-2025-Fri 15-31-58-PM,0.1,5.912,-70.566,73.9,08-29-2025-Fri 15-31-58-PM,0.3,5.908,-70.2379,24.6167,08-29-2025-Fri 15-31-58-PM,0.4,5.908,-69.691,18.4625,08-29-2025-Fri 15-31-58-PM,0,5.9,-69.5164,inf,08-29-2025-Fri 15-31-58-PM,0.4,5.916,-69.713,18.4875,08-29-2025-Fri 15-31-58-PM,0.2,5.904,-71.0249,36.9,08-29-2025-Fri 15-31-58-PM,0.3,5.904,-70.451,24.6
08-29-2025-Fri 15-32-00-PM,0.1,5.904,-70.9266,73.8,08-29-2025-Fri 15-32-00-PM,0.1,5.912,-70.588,73.9,08-29-2025-Fri 15-32-00-PM,0.1,5.912,-70.2708,73.9,08-29-2025-Fri 15-32-00-PM,0.1,5.912,-69.713,73.9,08-29-2025-Fri 15-32-00-PM,0.2,5.904,-69.5164,36.9,08-29-2025-Fri 15-32-00-PM,0.3,5.916,-69.757,24.65,08-29-2025-Fri 15-32-00-PM,0.5,5.904,-71.1561,14.76,08-29-2025-Fri 15-32-00-PM,0.2,5.904,-70.517,36.9
08-29-2025-Fri 15-32-03-PM,0.4,5.904,-70.9266,18.45,08-29-2025-Fri 15-32-03-PM,0.2,5.912,-70.588,36.95,08-29-2025-Fri 15-32-03-PM,0.2,5.908,-70.3036,36.925,08-29-2025-Fri 15-32-03-PM,0.1,5.908,-69.735,73.85,08-29-2025-Fri 15-32-03-PM,0,5.904,-69.5164,inf,08-29-2025-Fri 15-32-03-PM,0.6,5.916,-69.746,12.325,08-29-2025-Fri 15-32-03-PM,0.4,5.904,-71.0905,18.45,08-29-2025-Fri 15-32-03-PM,0.4,5.908,-70.5,18.4625
08-29-2025-Fri 15-32-05-PM,0.2,5.904,-70.9594,36.9,08-29-2025-Fri 15-32-05-PM,0.4,5.908,-70.61,18.4625,08-29-2025-Fri 15-32-05-PM,0.1,5.912,-70.3364,73.9,08-29-2025-Fri 15-32-05-PM,0.3,5.912,-69.768,24.6333,08-29-2025-Fri 15-32-05-PM,0.4,5.9,-69.5492,18.4375,08-29-2025-Fri 15-32-05-PM,0.1,5.916,-69.768,73.95,08-29-2025-Fri 15-32-05-PM,0.2,5.904,-71.0905,36.9,08-29-2025-Fri 15-32-05-PM,0.3,5.908,-70.5,24.6167
08-29-2025-Fri 15-33-45-PM,0.4,5.904,-71.9755,18.45,08-29-2025-Fri 15-33-45-PM,0.3,5.912,-71.67,24.6333,08-29-2025-Fri 15-33-45-PM,-0.1,5.912,-71.4511,-73.9,08-29-2025-Fri 15-33-45-PM,0.1,5.908,-70.905,73.85,08-29-2025-Fri 15-33-45-PM,0.2,5.9,-70.5987,36.875,08-29-2025-Fri 15-33-45-PM,0.3,5.916,-70.883,24.65,08-29-2025-Fri 15-33-45-PM,0.3,5.904,-72.1721,24.6,08-29-2025-Fri 15-33-45-PM,0.3,5.908,-71.664,24.6167
08-29-2025-Fri 15-33-47-PM,0.2,5.904,-72.0083,36.9,08-29-2025-Fri 15-33-47-PM,0.2,5.908,-71.702,36.925,08-29-2025-Fri 15-33-47-PM,0.4,5.912,-71.4511,18.475,08-29-2025-Fri 15-33-47-PM,0.3,5.908,-70.905,24.6167,08-29-2025-Fri 15-33-47-PM,-0.3,5.9,-70.5987,-24.5833,08-29-2025-Fri 15-33-47-PM,0.2,5.916,-70.959,36.975,08-29-2025-Fri 15-33-47-PM,0.2,5.904,-72.336,36.9,08-29-2025-Fri 15-33-47-PM,0.2,5.908,-71.762,36.925
08-29-2025-Fri 15-33-50-PM,0.3,5.904,-72.0738,24.6,08-29-2025-Fri 15-33-50-PM,0.1,5.908,-71.746,73.85,08-29-2025-Fri 15-33-50-PM,0.1,5.912,-71.4839,73.9,08-29-2025-Fri 15-33-50-PM,0.2,5.908,-70.97,36.925,08-29-2025-Fri 15-33-50-PM,-0.1,5.904,-70.6643,-73.8,08-29-2025-Fri 15-33-50-PM,0.2,5.916,-71.036,36.975,08-29-2025-Fri 15-33-50-PM,0.6,5.904,-72.4998,12.3,08-29-2025-Fri 15-33-50-PM,0.2,5.908,-71.861,36.925
08-29-2025-Fri 15-33-52-PM,0.3,5.904,-72.0738,24.6,08-29-2025-Fri 15-33-52-PM,0.2,5.908,-71.768,36.925,08-29-2025-Fri 15-33-52-PM,0.2,5.908,-71.5494,36.925,08-29-2025-Fri 15-33-52-PM,0,5.908,-70.992,inf,08-29-2025-Fri 15-33-52-PM,0.3,5.904,-70.697,24.6,08-29-2025-Fri 15-33-52-PM,0.2,5.912,-70.97,36.95,08-29-2025-Fri 15-33-52-PM,0.1,5.904,-72.2048,73.8,08-29-2025-Fri 15-33-52-PM,0.6,5.904,-71.73,12.3
08-29-2025-Fri 15-37-35-PM,0.2,5.9,-74.6286,36.875,08-29-2025-Fri 15-37-35-PM,0.3,5.908,-74.312,24.6167,08-29-2025-Fri 15-37-35-PM,0.3,5.908,-74.0393,24.6167,08-29-2025-Fri 15-37-35-PM,0.2,5.908,-73.548,36.925,08-29-2025-Fri 15-37-35-PM,0,5.896,-73.2533,inf,08-29-2025-Fri 15-37-35-PM,0.3,5.912,-73.57,24.6333,08-29-2025-Fri 15-37-35-PM,0.1,5.9,-75.0214,73.75,08-29-2025-Fri 15-37-35-PM,0.3,5.904,-74.416,24.6
08-29-2025-Fri 15-37-37-PM,0.7,5.9,-74.6613,10.5357,08-29-2025-Fri 15-37-37-PM,0.4,5.908,-74.323,18.4625,08-29-2025-Fri 15-37-37-PM,0.1,5.908,-74.0393,73.85,08-29-2025-Fri 15-37-37-PM,0,5.904,-73.57,inf,08-29-2025-Fri 15-37-37-PM,0.4,5.9,-73.2861,18.4375,08-29-2025-Fri 15-37-37-PM,0.5,5.912,-73.581,14.78,08-29-2025-Fri 15-37-37-PM,0.1,5.904,-74.9886,73.8,08-29-2025-Fri 15-37-37-PM,0.3,5.904,-74.416,24.6
08-29-2025-Fri 15-39-15-PM,0.1,5.888,-75.4796,73.6,08-29-2025-Fri 15-39-15-PM,0.1,5.896,-75.185,73.7,08-29-2025-Fri 15-39-15-PM,0.1,5.9,-74.8578,73.75,08-29-2025-Fri 15-39-15-PM,0.1,5.9,-74.421,73.75,08-29-2025-Fri 15-39-15-PM,0,5.888,-74.1702,inf,08-29-2025-Fri 15-39-15-PM,0.2,5.9,-74.388,36.875,08-29-2025-Fri 15-39-15-PM,0.1,5.888,-75.7414,73.6,08-29-2025-Fri 15-39-15-PM,0.1,5.896,-75.201,73.7
08-29-2025-Fri 15-39-17-PM,0.2,5.892,-75.4796,36.825,08-29-2025-Fri 15-39-17-PM,0,5.896,-75.152,inf,08-29-2025-Fri 15-39-17-PM,-0.2,5.9,-74.8905,-36.875,08-29-2025-Fri 15-39-17-PM,0.1,5.896,-74.432,73.7,08-29-2025-Fri 15-39-17-PM,-0.2,5.892,-74.203,-36.825,08-29-2025-Fri 15-39-17-PM,0.1,5.9,-74.421,73.75,08-29-2025-Fri 15-39-17-PM,0.1,5.892,-75.7742,73.65,08-29-2025-Fri 15-39-17-PM,0.1,5.892,-75.201,73.65
08-29-2025-Fri 15-39-20-PM,-0.1,5.892,-75.5124,-73.65,08-29-2025-Fri 15-39-20-PM,0.1,5.896,-75.218,73.7,08-29-2025-Fri 15-39-20-PM,0.1,5.9,-74.9233,73.75,08-29-2025-Fri 15-39-20-PM,0,5.896,-74.498,inf,08-29-2025-Fri 15-39-20-PM,0.1,5.888,-74.2357,73.6,08-29-2025-Fri 15-39-20-PM,0.2,5.904,-74.454,36.9,08-29-2025-Fri 15-39-20-PM,0.4,5.888,-75.8396,18.4,08-29-2025-Fri 15-39-20-PM,0.2,5.896,-75.25,36.85
08-29-2025-Fri 15-41-04-PM,0.1,5.888,-76.2322,73.6,08-29-2025-Fri 15-41-04-PM,0.2,5.896,-75.949,36.85,08-29-2025-Fri 15-41-04-PM,0.1,5.896,-75.6432,73.7,08-29-2025-Fri 15-41-04-PM,0.2,5.892,-75.24,36.825,08-29-2025-Fri 15-41-04-PM,0.1,5.892,-75.0541,73.65,08-29-2025-Fri 15-41-04-PM,-0.1,5.9,-75.163,-73.75,08-29-2025-Fri 15-41-04-PM,0.2,5.888,-76.4285,36.8,08-29-2025-Fri 15-41-04-PM,0,5.892,-75.921,inf
08-29-2025-Fri 15-41-06-PM,0,5.888,-76.265,inf,08-29-2025-Fri 15-41-06-PM,0.2,5.896,-75.927,36.85,08-29-2025-Fri 15-41-06-PM,-0.1,5.896,-75.6432,-73.7,08-29-2025-Fri 15-41-06-PM,0.1,5.896,-75.229,73.7,08-29-2025-Fri 15-41-06-PM,0,5.888,-75.0541,inf,08-29-2025-Fri 15-41-06-PM,0.1,5.9,-75.152,73.75,08-29-2025-Fri 15-41-06-PM,0.4,5.888,-76.3631,18.4,08-29-2025-Fri 15-41-06-PM,0.3,5.892,-75.889,24.55
08-29-2025-Fri 15-41-08-PM,0.2,5.888,-76.265,36.8,08-29-2025-Fri 15-41-08-PM,0.3,5.9,-75.97,24.5833,08-29-2025-Fri 15-41-08-PM,-0.3,5.896,-75.6761,-24.5667,08-29-2025-Fri 15-41-08-PM,0.2,5.896,-75.251,36.85,08-29-2025-Fri 15-41-08-PM,-0.1,5.888,-75.0541,-73.6,08-29-2025-Fri 15-41-08-PM,0.3,5.9,-75.196,24.5833,08-29-2025-Fri 15-41-08-PM,0.4,5.888,-76.4612,18.4,08-29-2025-Fri 15-41-08-PM,0.2,5.896,-75.954,36.85
08-29-2025-Fri 15-41-11-PM,0.1,5.892,-76.2976,73.65,08-29-2025-Fri 15-41-11-PM,0.1,5.892,-76.014,73.65,08-29-2025-Fri 15-41-11-PM,-0.1,5.9,-75.7087,-73.75,08-29-2025-Fri 15-41-11-PM,0.2,5.888,-75.272,36.8,08-29-2025-Fri 15-41-11-PM,-0.1,5.884,-75.0869,-73.55,08-29-2025-Fri 15-41-11-PM,0.1,5.9,-75.239,73.75,08-29-2025-Fri 15-41-11-PM,0.2,5.892,-76.5266,36.825,08-29-2025-Fri 15-41-11-PM,0.3,5.892,-75.987,24.55
08-29-2025-Fri 15-41-13-PM,0.2,5.892,-76.2976,36.825,08-29-2025-Fri 15-41-13-PM,0.2,5.896,-76.014,36.85,08-29-2025-Fri 15-41-13-PM,0,5.892,-75.7087,inf,08-29-2025-Fri 15-41-13-PM,-0.2,5.896,-75.294,-36.85,08-29-2025-Fri 15-41-13-PM,-0.1,5.888,-75.1196,-73.6,08-29-2025-Fri 15-41-13-PM,0.3,5.9,-75.196,24.5833,08-29-2025-Fri 15-41-13-PM,-0.1,5.888,-76.3958,-73.6,08-29-2025-Fri 15-41-13-PM,0,5.892,-75.921,inf
08-29-2025-Fri 15-41-15-PM,0.3,5.888,-76.3304,24.5333,08-29-2025-Fri 15-41-15-PM,0.2,5.9,-76.058,36.875,08-29-2025-Fri 15-41-15-PM,0,5.9,-75.7414,inf,08-29-2025-Fri 15-41-15-PM,0,5.896,-75.305,inf,08-29-2025-Fri 15-41-15-PM,0,5.888,-75.1196,inf,08-29-2025-Fri 15-41-15-PM,0.2,5.904,-75.239,36.9,08-29-2025-Fri 15-41-15-PM,-0.1,5.892,-76.494,-73.65,08-29-2025-Fri 15-41-15-PM,0.3,5.896,-75.987,24.5667
08-29-2025-Fri 15-42-17-PM,0.5,5.888,-77.05,14.72,08-29-2025-Fri 15-42-17-PM,0.1,5.896,-76.766,73.7,08-29-2025-Fri 15-42-17-PM,0.1,5.896,-76.5266,73.7,08-29-2025-Fri 15-42-17-PM,0.1,5.896,-76.09,73.7,08-29-2025-Fri 15-42-17-PM,0.1,5.888,-75.8068,73.6,08-29-2025-Fri 15-42-17-PM,0.1,5.9,-76.068,73.75,08-29-2025-Fri 15-42-17-PM,0.1,5.888,-77.377,73.6,08-29-2025-Fri 15-42-17-PM,0.2,5.892,-76.87,36.825
08-29-2025-Fri 15-42-19-PM,0.2,5.888,-77.0827,36.8,08-29-2025-Fri 15-42-19-PM,0.1,5.896,-76.799,73.7,08-29-2025-Fri 15-42-19-PM,0,5.9,-76.5594,inf,08-29-2025-Fri 15-42-19-PM,0.1,5.896,-76.112,73.7,08-29-2025-Fri 15-42-19-PM,0,5.888,-75.8068,inf,08-29-2025-Fri 15-42-19-PM,0.1,5.904,-76.101,73.8,08-29-2025-Fri 15-42-19-PM,0.2,5.892,-77.4097,36.825,08-29-2025-Fri 15-42-19-PM,0.3,5.892,-76.919,24.55
08-29-2025-Fri 15-42-22-PM,0.2,5.892,-77.0827,36.825,08-29-2025-Fri 15-42-22-PM,0,5.896,-76.81,inf,08-29-2025-Fri 15-42-22-PM,0.1,5.896,-76.5594,73.7,08-29-2025-Fri 15-42-22-PM,0.1,5.896,-76.134,73.7,08-29-2025-Fri 15-42-22-PM,-0.1,5.888,-75.8396,-73.6,08-29-2025-Fri 15-42-22-PM,0.3,5.9,-76.134,24.5833,08-29-2025-Fri 15-42-22-PM,0.5,5.888,-77.4424,14.72,08-29-2025-Fri 15-42-22-PM,0,5.9,-76.952,inf
08-29-2025-Fri 15-42-24-PM,0.2,5.892,-77.1481,36.825,08-29-2025-Fri 15-42-24-PM,-0.1,5.896,-76.886,-73.7,08-29-2025-Fri 15-42-24-PM,0,5.9,-76.6247,inf,08-29-2025-Fri 15-42-24-PM,0.3,5.896,-76.199,24.5667,08-29-2025-Fri 15-42-24-PM,0.1,5.888,-75.9051,73.6,08-29-2025-Fri 15-42-24-PM,0.2,5.9,-76.188,36.875,08-29-2025-Fri 15-42-24-PM,0.2,5.892,-77.5078,36.825,08-29-2025-Fri 15-42-24-PM,0.1,5.896,-77.001,73.7
08-29-2025-Fri 15-42-26-PM,0.2,5.892,-77.1153,36.825,08-29-2025-Fri 15-42-26-PM,0.1,5.896,-76.897,73.7,08-29-2025-Fri 15-42-26-PM,0,5.9,-76.6575,inf,08-29-2025-Fri 15-42-26-PM,0.1,5.896,-76.221,73.7,08-29-2025-Fri 15-42-26-PM,0,5.892,-75.9378,inf,08-29-2025-Fri 15-42-26-PM,0.2,5.904,-76.221,36.9,08-29-2025-Fri 15-42-26-PM,0.2,5.892,-77.5078,36.825,08-29-2025-Fri 15-42-26-PM,0.2,5.896,-77.017,36.85
08-29-2025-Fri 15-46-13-PM,0.2,5.892,-79.8283,36.825,08-29-2025-Fri 15-46-13-PM,0,5.896,-79.545,inf,08-29-2025-Fri 15-46-13-PM,-0.2,5.896,-79.2729,-36.85,08-29-2025-Fri 15-46-13-PM,-0.1,5.892,-78.892,-73.65,08-29-2025-Fri 15-46-13-PM,0.1,5.884,-78.5866,73.55,08-29-2025-Fri 15-46-13-PM,0.1,5.9,-78.859,73.75,08-29-2025-Fri 15-46-13-PM,0.3,5.888,-80.2202,24.5333,08-29-2025-Fri 15-46-13-PM,0.1,5.892,-79.681,73.65
08-29-2025-Fri 15-46-15-PM,0.1,5.888,-79.8283,73.6,08-29-2025-Fri 15-46-15-PM,-0.1,5.896,-79.578,-73.7,08-29-2025-Fri 15-46-15-PM,0,5.9,-79.3056,inf,08-29-2025-Fri 15-46-15-PM,0.1,5.896,-78.924,73.7,08-29-2025-Fri 15-46-15-PM,0,5.888,-78.5866,inf,08-29-2025-Fri 15-46-15-PM,0.1,5.896,-78.87,73.7,08-29-2025-Fri 15-46-15-PM,0.3,5.884,-80.2202,24.5167,08-29-2025-Fri 15-46-15-PM,0.1,5.892,-79.714,73.65
08-29-2025-Fri 15-46-18-PM,0.1,5.888,-79.861,73.6,08-29-2025-Fri 15-46-18-PM,0,5.896,-79.6,inf,08-29-2025-Fri 15-46-18-PM,0,5.896,-79.3383,inf,08-29-2025-Fri 15-46-18-PM,0.1,5.896,-78.924,73.7,08-29-2025-Fri 15-46-18-PM,-0.1,5.884,-78.6194,-73.55,08-29-2025-Fri 15-46-18-PM,0.1,5.904,-78.881,73.8,08-29-2025-Fri 15-46-18-PM,0.2,5.888,-80.2202,36.8,08-29-2025-Fri 15-46-18-PM,0,5.892,-79.73,inf
08-29-2025-Fri 15-46-20-PM,0.1,5.892,-79.8936,73.65,08-29-2025-Fri 15-46-20-PM,0,5.896,-79.621,inf,08-29-2025-Fri 15-46-20-PM,0,5.9,-79.3383,inf,08-29-2025-Fri 15-46-20-PM,0,5.896,-78.968,inf,08-29-2025-Fri 15-46-20-PM,-0.1,5.892,-78.652,-73.65,08-29-2025-Fri 15-46-20-PM,0.2,5.9,-78.913,36.875,08-29-2025-Fri 15-46-20-PM,-0.1,5.888,-80.253,-73.6,08-29-2025-Fri 15-46-20-PM,0,5.892,-79.747,inf
08-29-2025-Fri 15-47-31-PM,0.4,5.888,-80.5468,18.4,08-29-2025-Fri 15-47-31-PM,0,5.9,-80.264,inf,08-29-2025-Fri 15-47-31-PM,0.3,5.9,-79.9917,24.5833,08-29-2025-Fri 15-47-31-PM,0.2,5.892,-79.6,36.825,08-29-2025-Fri 15-47-31-PM,0,5.888,-79.3383,inf,08-29-2025-Fri 15-47-31-PM,0,5.9,-79.534,inf,08-29-2025-Fri 15-47-31-PM,0,5.888,-80.8082,inf,08-29-2025-Fri 15-47-31-PM,-0.1,5.892,-80.335,-73.65
