Cell 9 Timestamp,50pct Cell 9 Current,50pct Cell 9 Voltage,50pct Cell 9 Temp,Cell 9 Resistance,Cell 10 Timestamp,50pct Cell 10 Current,50pct Cell 10 Voltage,50pct Cell 10 Temp,Cell 10 Resistance,Cell 11 Timestamp,50pct Cell 11 Current,50pct Cell 11 Voltage,50pct Cell 11 Temp,Cell 11 Resistance,Cell 12 Timestamp,50pct Cell 12 Current,50pct Cell 12 Voltage,50pct Cell 12 Temp,Cell 12 Resistance,Cell 13 Timestamp,50pct Cell 13 Current,50pct Cell 13 Voltage,50pct Cell 13 Temp,Cell 13 Resistance,Cell 14 Timestamp,50pct Cell 14 Current,50pct Cell 14 Voltage,50pct Cell 14 Temp,Cell 14 Resistance,Cell 15 Timestamp,50pct Cell 15 Current,50pct Cell 15 Voltage,50pct Cell 15 Temp,Cell 15 Resistance,Cell 16 Timestamp,50pct Cell 16 Current,50pct Cell 16 Voltage,50pct Cell 16 Temp,Cell 16 Resistance
08-29-2025-Fri 15-47-34-PM,0.3,5.888,-80.5143,24.5333,08-29-2025-Fri 15-47-34-PM,-0.1,5.896,-80.296,-73.7,08-29-2025-Fri 15-47-34-PM,0.2,5.896,-79.9917,36.85,08-29-2025-Fri 15-47-34-PM,0.2,5.892,-79.632,36.825,08-29-2025-Fri 15-47-34-PM,0,5.888,-79.3383,inf,08-29-2025-Fri 15-47-34-PM,0,5.9,-79.556,inf,08-29-2025-Fri 15-47-34-PM,0.1,5.888,-80.8734,73.6,08-29-2025-Fri 15-47-34-PM,0.1,5.892,-80.367,73.65
08-29-2025-Fri 15-47-36-PM,-0.1,5.888,-80.5468,-73.6,08-29-2025-Fri 15-47-36-PM,-0.1,5.896,-80.296,-73.7,08-29-2025-Fri 15-47-36-PM,0,5.9,-80.0243,inf,08-29-2025-Fri 15-47-36-PM,0.1,5.892,-79.654,73.65,08-29-2025-Fri 15-47-36-PM,0.1,5.884,-79.3709,73.55,08-29-2025-Fri 15-47-36-PM,0.1,5.9,-79.589,73.75,08-29-2025-Fri 15-47-36-PM,-0.1,5.888,-80.9061,-73.6,08-29-2025-Fri 15-47-36-PM,0,5.892,-80.4,inf
08-29-2025-Fri 15-49-15-PM,0.1,5.884,-81.2653,73.55,08-29-2025-Fri 15-49-15-PM,0,5.892,-81.026,inf,08-29-2025-Fri 15-49-15-PM,-0.2,5.896,-80.7428,-36.85,08-29-2025-Fri 15-49-15-PM,0,5.892,-80.395,inf,08-29-2025-Fri 15-49-15-PM,0,5.888,-80.155,inf,08-29-2025-Fri 15-49-15-PM,0.3,5.896,-80.307,24.5667,08-29-2025-Fri 15-49-15-PM,0.1,5.884,-81.5263,73.55,08-29-2025-Fri 15-49-15-PM,0,5.892,-81.053,inf
08-29-2025-Fri 15-49-19-PM,0.1,5.888,-81.2326,73.6,08-29-2025-Fri 15-49-19-PM,0.1,5.896,-81.037,73.7,08-29-2025-Fri 15-49-19-PM,0,5.896,-80.7755,inf,08-29-2025-Fri 15-49-19-PM,-0.3,5.896,-80.427,-24.5667,08-29-2025-Fri 15-49-19-PM,-0.2,5.888,-80.1877,-36.8,08-29-2025-Fri 15-49-19-PM,0.2,5.9,-80.318,36.875,08-29-2025-Fri 15-49-19-PM,-0.1,5.888,-81.5263,-73.6,08-29-2025-Fri 15-49-19-PM,0.2,5.892,-81.069,36.825
08-29-2025-Fri 15-49-22-PM,0.3,5.888,-81.2979,24.5333,08-29-2025-Fri 15-49-22-PM,0,5.896,-81.058,inf,08-29-2025-Fri 15-49-22-PM,0,5.896,-80.8082,inf,08-29-2025-Fri 15-49-22-PM,0,5.892,-80.449,inf,08-29-2025-Fri 15-49-22-PM,0,5.888,-80.2202,inf,08-29-2025-Fri 15-49-22-PM,-0.1,5.9,-80.351,-73.75,08-29-2025-Fri 15-49-22-PM,0.1,5.884,-81.5591,73.55,08-29-2025-Fri 15-49-22-PM,0,5.892,-81.086,inf
08-29-2025-Fri 15-50-54-PM,0.1,5.884,-82.4729,73.55,08-29-2025-Fri 15-50-54-PM,-0.1,5.892,-82.277,-73.65,08-29-2025-Fri 15-50-54-PM,-0.1,5.892,-82.0486,-73.65,08-29-2025-Fri 15-50-54-PM,0,5.888,-81.7,inf,08-29-2025-Fri 15-50-54-PM,-0.1,5.88,-81.2979,-73.5,08-29-2025-Fri 15-50-54-PM,-0.1,5.896,-81.646,-73.7,08-29-2025-Fri 15-50-54-PM,0,5.88,-82.9297,inf,08-29-2025-Fri 15-50-54-PM,0.3,5.888,-82.473,24.5333
08-29-2025-Fri 15-50-56-PM,0.1,5.884,-82.5055,73.55,08-29-2025-Fri 15-50-56-PM,-0.2,5.892,-82.299,-36.825,08-29-2025-Fri 15-50-56-PM,0,5.892,-82.0813,inf,08-29-2025-Fri 15-50-56-PM,0,5.888,-81.722,inf,08-29-2025-Fri 15-50-56-PM,0,5.88,-81.3306,inf,08-29-2025-Fri 15-50-56-PM,0,5.896,-81.678,inf,08-29-2025-Fri 15-50-56-PM,0.1,5.884,-82.9948,73.55,08-29-2025-Fri 15-50-56-PM,0.4,5.892,-82.522,18.4125
08-29-2025-Fri 15-53-46-PM,0.2,5.888,-84.593,36.8,08-29-2025-Fri 15-53-46-PM,0.1,5.896,-84.397,73.7,08-29-2025-Fri 15-53-46-PM,0.1,5.896,-84.1691,73.7,08-29-2025-Fri 15-53-46-PM,-0.1,5.896,-83.799,-73.7,08-29-2025-Fri 15-53-46-PM,0,5.888,-83.419,inf,08-29-2025-Fri 15-53-46-PM,0.2,5.9,-83.723,36.875,08-29-2025-Fri 15-53-46-PM,-0.1,5.884,-85.0493,-73.55,08-29-2025-Fri 15-53-46-PM,0.1,5.896,-84.577,73.7
08-29-2025-Fri 15-53-48-PM,0.1,5.888,-84.6255,73.6,08-29-2025-Fri 15-53-48-PM,-0.1,5.892,-84.408,-73.65,08-29-2025-Fri 15-53-48-PM,-0.1,5.896,-84.1691,-73.7,08-29-2025-Fri 15-53-48-PM,-0.1,5.892,-83.799,-73.65,08-29-2025-Fri 15-53-48-PM,0,5.884,-83.419,inf,08-29-2025-Fri 15-53-48-PM,0.1,5.9,-83.734,73.75,08-29-2025-Fri 15-53-48-PM,-0.2,5.888,-85.0493,-36.8,08-29-2025-Fri 15-53-48-PM,0.2,5.888,-84.593,36.8
08-29-2025-Fri 15-53-51-PM,0.2,5.888,-84.6582,36.8,08-29-2025-Fri 15-53-51-PM,0.2,5.896,-84.419,36.85,08-29-2025-Fri 15-53-51-PM,-0.1,5.896,-84.1691,-73.7,08-29-2025-Fri 15-53-51-PM,0.1,5.892,-83.821,73.65,08-29-2025-Fri 15-53-51-PM,0.2,5.884,-83.4842,36.775,08-29-2025-Fri 15-53-51-PM,0.2,5.9,-83.767,36.875,08-29-2025-Fri 15-53-51-PM,0,5.888,-85.0819,inf,08-29-2025-Fri 15-53-51-PM,0,5.892,-84.609,inf
08-29-2025-Fri 15-55-27-PM,0.3,5.884,-85.5382,24.5167,08-29-2025-Fri 15-55-27-PM,0.2,5.892,-85.332,36.825,08-29-2025-Fri 15-55-27-PM,0.1,5.896,-85.0819,73.7,08-29-2025-Fri 15-55-27-PM,0.3,5.896,-84.745,24.5667,08-29-2025-Fri 15-55-27-PM,-0.1,5.884,-84.4625,-73.55,08-29-2025-Fri 15-55-27-PM,0.2,5.896,-84.669,36.85,08-29-2025-Fri 15-55-27-PM,0.1,5.892,-85.9292,73.65,08-29-2025-Fri 15-55-27-PM,0.2,5.892,-85.473,36.825
08-29-2025-Fri 15-55-29-PM,0.2,5.888,-85.5708,36.8,08-29-2025-Fri 15-55-29-PM,0,5.892,-85.375,inf,08-29-2025-Fri 15-55-29-PM,-0.3,5.9,-85.1145,-24.5833,08-29-2025-Fri 15-55-29-PM,0.1,5.896,-84.788,73.7,08-29-2025-Fri 15-55-29-PM,0,5.888,-84.4625,inf,08-29-2025-Fri 15-55-29-PM,0.2,5.9,-84.68,36.875,08-29-2025-Fri 15-55-29-PM,0.2,5.888,-85.9619,36.8,08-29-2025-Fri 15-55-29-PM,0,5.892,-85.489,inf
08-29-2025-Fri 15-55-31-PM,-0.2,5.888,-85.6033,-36.8,08-29-2025-Fri 15-55-31-PM,0.2,5.896,-85.375,36.85,08-29-2025-Fri 15-55-31-PM,-0.2,5.896,-85.1145,-36.85,08-29-2025-Fri 15-55-31-PM,0,5.896,-84.789,inf,08-29-2025-Fri 15-55-31-PM,0.1,5.884,-84.4952,73.55,08-29-2025-Fri 15-55-31-PM,-0.1,5.9,-84.68,-73.75,08-29-2025-Fri 15-55-31-PM,0,5.884,-85.8967,inf,08-29-2025-Fri 15-55-31-PM,0.2,5.896,-85.457,36.85
08-29-2025-Fri 15-55-34-PM,0.1,5.888,-85.6033,73.6,08-29-2025-Fri 15-55-34-PM,0,5.896,-85.408,inf,08-29-2025-Fri 15-55-34-PM,-0.1,5.896,-85.1471,-73.7,08-29-2025-Fri 15-55-34-PM,0.2,5.896,-84.789,36.85,08-29-2025-Fri 15-55-34-PM,-0.2,5.884,-84.4952,-36.775,08-29-2025-Fri 15-55-34-PM,-0.1,5.896,-84.712,-73.7,08-29-2025-Fri 15-55-34-PM,0.1,5.884,-85.9619,73.55,08-29-2025-Fri 15-55-34-PM,0,5.892,-85.506,inf
08-29-2025-Fri 15-57-08-PM,0.2,5.888,-86.2877,36.8,08-29-2025-Fri 15-57-08-PM,0,5.896,-86.103,inf,08-29-2025-Fri 15-57-08-PM,0.1,5.896,-85.8315,73.7,08-29-2025-Fri 15-57-08-PM,0,5.892,-85.527,inf,08-29-2025-Fri 15-57-08-PM,-0.1,5.884,-85.3427,-73.55,08-29-2025-Fri 15-57-08-PM,-0.1,5.9,-85.44,-73.75,08-29-2025-Fri 15-57-08-PM,0,5.888,-86.5807,inf,08-29-2025-Fri 15-57-08-PM,-0.1,5.892,-86.157,-73.65
08-29-2025-Fri 15-57-10-PM,0,5.888,-86.3203,inf,08-29-2025-Fri 15-57-10-PM,-0.1,5.892,-86.136,-73.65,08-29-2025-Fri 15-57-10-PM,0.1,5.896,-85.8641,73.7,08-29-2025-Fri 15-57-10-PM,0,5.892,-85.549,inf,08-29-2025-Fri 15-57-10-PM,-0.2,5.892,-85.3102,-36.825,08-29-2025-Fri 15-57-10-PM,-0.1,5.896,-85.462,-73.7,08-29-2025-Fri 15-57-10-PM,0,5.884,-86.6134,inf,08-29-2025-Fri 15-57-10-PM,0,5.892,-86.19,inf
08-29-2025-Fri 15-57-17-PM,-0.1,5.888,-86.3854,-73.6,08-29-2025-Fri 15-57-17-PM,-0.1,5.896,-86.179,-73.7,08-29-2025-Fri 15-57-17-PM,-0.1,5.896,-85.9292,-73.7,08-29-2025-Fri 15-57-17-PM,0.1,5.896,-85.603,73.7,08-29-2025-Fri 15-57-17-PM,-0.3,5.884,-85.3753,-24.5167,08-29-2025-Fri 15-57-17-PM,0.2,5.9,-85.516,36.875,08-29-2025-Fri 15-57-17-PM,0.3,5.888,-86.6786,24.5333,08-29-2025-Fri 15-57-17-PM,0.1,5.892,-86.239,73.65
08-29-2025-Fri 15-57-20-PM,0,5.888,-86.3854,inf,08-29-2025-Fri 15-57-20-PM,0.2,5.896,-86.19,36.85,08-29-2025-Fri 15-57-20-PM,-0.4,5.892,-85.9292,-18.4125,08-29-2025-Fri 15-57-20-PM,0,5.892,-85.603,inf,08-29-2025-Fri 15-57-20-PM,-0.3,5.884,-85.4079,-24.5167,08-29-2025-Fri 15-57-20-PM,0.2,5.9,-85.527,36.875,08-29-2025-Fri 15-57-20-PM,-0.1,5.888,-86.6786,-73.6,08-29-2025-Fri 15-57-20-PM,0.1,5.892,-86.255,73.65
08-29-2025-Fri 15-57-22-PM,-0.1,5.892,-86.3854,-73.65,08-29-2025-Fri 15-57-22-PM,0,5.896,-86.201,inf,08-29-2025-Fri 15-57-22-PM,-0.1,5.896,-85.9619,-73.7,08-29-2025-Fri 15-57-22-PM,0.2,5.892,-85.636,36.825,08-29-2025-Fri 15-57-22-PM,-0.2,5.884,-85.4079,-36.775,08-29-2025-Fri 15-57-22-PM,-0.1,5.9,-85.549,-73.75,08-29-2025-Fri 15-57-22-PM,0.2,5.884,-86.7111,36.775,08-29-2025-Fri 15-57-22-PM,0.1,5.892,-86.271,73.65
08-29-2025-Fri 15-57-25-PM,0,5.888,-86.4179,inf,08-29-2025-Fri 15-57-25-PM,0.3,5.896,-86.212,24.5667,08-29-2025-Fri 15-57-25-PM,0,5.892,-85.9619,inf,08-29-2025-Fri 15-57-25-PM,-0.1,5.896,-85.647,-73.7,08-29-2025-Fri 15-57-25-PM,0.1,5.884,-85.4079,73.55,08-29-2025-Fri 15-57-25-PM,0,5.9,-85.549,inf,08-29-2025-Fri 15-57-25-PM,0,5.888,-86.7111,inf,08-29-2025-Fri 15-57-25-PM,0,5.892,-86.271,inf
08-29-2025-Fri 15-57-27-PM,0.1,5.888,-86.4179,73.6,08-29-2025-Fri 15-57-27-PM,0.2,5.896,-86.233,36.85,08-29-2025-Fri 15-57-27-PM,-0.3,5.896,-85.9944,-24.5667,08-29-2025-Fri 15-57-27-PM,-0.3,5.896,-85.669,-24.5667,08-29-2025-Fri 15-57-27-PM,0,5.888,-85.4404,inf,08-29-2025-Fri 15-57-27-PM,-0.1,5.9,-85.571,-73.75,08-29-2025-Fri 15-57-27-PM,0.1,5.892,-86.7111,73.65,08-29-2025-Fri 15-57-27-PM,0,5.892,-86.288,inf
08-29-2025-Fri 15-57-30-PM,-0.1,5.888,-86.4505,-73.6,08-29-2025-Fri 15-57-30-PM,0.1,5.896,-86.277,73.7,08-29-2025-Fri 15-57-30-PM,-0.2,5.896,-86.0269,-36.85,08-29-2025-Fri 15-57-30-PM,-0.1,5.892,-85.712,-73.65,08-29-2025-Fri 15-57-30-PM,-0.1,5.888,-85.4731,-73.6,08-29-2025-Fri 15-57-30-PM,0.2,5.896,-85.592,36.85,08-29-2025-Fri 15-57-30-PM,0.1,5.888,-86.7436,73.6,08-29-2025-Fri 15-57-30-PM,0.1,5.892,-86.32,73.65
08-29-2025-Fri 15-57-32-PM,0.1,5.888,-86.4831,73.6,08-29-2025-Fri 15-57-32-PM,0.1,5.896,-86.277,73.7,08-29-2025-Fri 15-57-32-PM,-0.3,5.896,-86.0269,-24.5667,08-29-2025-Fri 15-57-32-PM,-0.1,5.896,-85.712,-73.7,08-29-2025-Fri 15-57-32-PM,-0.1,5.884,-85.5056,-73.55,08-29-2025-Fri 15-57-32-PM,-0.1,5.9,-85.625,-73.75,08-29-2025-Fri 15-57-32-PM,-0.1,5.888,-86.7762,-73.6,08-29-2025-Fri 15-57-32-PM,-0.2,5.892,-86.336,-36.825
08-29-2025-Fri 15-58-40-PM,0,5.888,-86.874,inf,08-29-2025-Fri 15-58-40-PM,0.3,5.892,-86.689,24.55,08-29-2025-Fri 15-58-40-PM,-0.1,5.896,-86.4505,-73.7,08-29-2025-Fri 15-58-40-PM,-0.1,5.892,-86.136,-73.65,08-29-2025-Fri 15-58-40-PM,-0.2,5.884,-85.9619,-36.775,08-29-2025-Fri 15-58-40-PM,-0.1,5.9,-86.038,-73.75,08-29-2025-Fri 15-58-40-PM,0,5.888,-87.1019,inf,08-29-2025-Fri 15-58-40-PM,0,5.892,-86.711,inf
08-29-2025-Fri 15-58-42-PM,0.1,5.888,-86.874,73.6,08-29-2025-Fri 15-58-42-PM,0.1,5.896,-86.7,73.7,08-29-2025-Fri 15-58-42-PM,0.1,5.892,-86.4505,73.65,08-29-2025-Fri 15-58-42-PM,0.1,5.892,-86.136,73.65,08-29-2025-Fri 15-58-42-PM,0,5.884,-85.9619,inf,08-29-2025-Fri 15-58-42-PM,-0.3,5.9,-86.038,-24.5833,08-29-2025-Fri 15-58-42-PM,-0.2,5.888,-87.1019,-36.8,08-29-2025-Fri 15-58-42-PM,0.2,5.892,-86.727,36.825
08-29-2025-Fri 15-58-45-PM,-0.1,5.888,-86.9065,-73.6,08-29-2025-Fri 15-58-45-PM,-0.1,5.896,-86.722,-73.7,08-29-2025-Fri 15-58-45-PM,-0.2,5.896,-86.4831,-36.85,08-29-2025-Fri 15-58-45-PM,0.2,5.892,-86.168,36.825,08-29-2025-Fri 15-58-45-PM,0,5.884,-85.9944,inf,08-29-2025-Fri 15-58-45-PM,0.2,5.9,-86.07,36.875,08-29-2025-Fri 15-58-45-PM,0,5.888,-87.1345,inf,08-29-2025-Fri 15-58-45-PM,-0.1,5.888,-86.744,-73.6
08-29-2025-Fri 15-58-47-PM,-0.1,5.888,-86.9065,-73.6,08-29-2025-Fri 15-58-47-PM,-0.2,5.896,-86.711,-36.85,08-29-2025-Fri 15-58-47-PM,-0.2,5.896,-86.4831,-36.85,08-29-2025-Fri 15-58-47-PM,-0.2,5.892,-86.179,-36.825,08-29-2025-Fri 15-58-47-PM,-0.3,5.884,-85.9944,-24.5167,08-29-2025-Fri 15-58-47-PM,0,5.9,-86.092,inf,08-29-2025-Fri 15-58-47-PM,-0.2,5.888,-87.1671,-36.8,08-29-2025-Fri 15-58-47-PM,0,5.892,-86.76,inf
08-29-2025-Fri 15-58-50-PM,0,5.888,-86.9065,inf,08-29-2025-Fri 15-58-50-PM,0.1,5.896,-86.733,73.7,08-29-2025-Fri 15-58-50-PM,0.2,5.896,-86.5157,36.85,08-29-2025-Fri 15-58-50-PM,0,5.896,-86.222,inf,08-29-2025-Fri 15-58-50-PM,-0.1,5.888,-86.0269,-73.6,08-29-2025-Fri 15-58-50-PM,0.1,5.9,-86.092,73.75,08-29-2025-Fri 15-58-50-PM,-0.3,5.888,-87.1345,-24.5333,08-29-2025-Fri 15-58-50-PM,0.1,5.892,-86.744,73.65
08-29-2025-Fri 15-58-52-PM,0.3,5.888,-86.9391,24.5333,08-29-2025-Fri 15-58-52-PM,0,5.892,-86.765,inf,08-29-2025-Fri 15-58-52-PM,-0.1,5.892,-86.5157,-73.65,08-29-2025-Fri 15-58-52-PM,0,5.892,-86.222,inf,08-29-2025-Fri 15-58-52-PM,0,5.884,-86.0269,inf,08-29-2025-Fri 15-58-52-PM,-0.1,5.9,-86.103,-73.75,08-29-2025-Fri 15-58-52-PM,-0.2,5.884,-87.1671,-36.775,08-29-2025-Fri 15-58-52-PM,0.3,5.888,-86.776,24.5333
08-29-2025-Fri 15-58-55-PM,0.1,5.888,-86.9391,73.6,08-29-2025-Fri 15-58-55-PM,0.1,5.896,-86.776,73.7,08-29-2025-Fri 15-58-55-PM,-0.2,5.892,-86.5482,-36.825,08-29-2025-Fri 15-58-55-PM,0,5.896,-86.233,inf,08-29-2025-Fri 15-58-55-PM,0,5.888,-86.0596,inf,08-29-2025-Fri 15-58-55-PM,0,5.9,-86.125,inf,08-29-2025-Fri 15-58-55-PM,0,5.888,-87.1996,inf,08-29-2025-Fri 15-58-55-PM,0.1,5.892,-86.809,73.65
,,,,,08-29-2025-Fri 15-25-28-PM,0,5.916,-66.891,inf,,,,,,,,,,,08-29-2025-Fri 15-25-28-PM,0,5.908,-65.6425,inf,,,,,,,,,,,,,,,
,,,,,08-29-2025-Fri 15-25-31-PM,0.5,5.916,-66.945,14.79,,,,,,,,,,,08-29-2025-Fri 15-25-31-PM,0.2,5.904,-65.6754,36.9,,,,,,,,,,,,,,,
,,,,,08-29-2025-Fri 15-25-33-PM,0.4,5.912,-66.989,18.475,08-29-2025-Fri 15-25-33-PM,0.1,5.916,-66.7593,73.95,,,,,,08-29-2025-Fri 15-25-33-PM,0.4,5.908,-65.6754,18.4625,,,,,,,,,,,,,,,
,,,,,08-29-2025-Fri 15-25-35-PM,0.4,5.916,-66.989,18.4875,08-29-2025-Fri 15-25-35-PM,-0.1,5.916,-66.7593,-73.95,,,,,,08-29-2025-Fri 15-25-35-PM,0.5,5.908,-65.7411,14.77,,,,,,,,,,,,,,,
,,,,,08-29-2025-Fri 15-30-08-PM,0.3,5.912,-69.779,24.6333,08-29-2025-Fri 15-30-08-PM,0.6,5.908,-69.4836,12.3083,,,,,,08-29-2025-Fri 15-30-08-PM,0.1,5.904,-68.5977,73.8,08-29-2025-Fri 15-30-08-PM,0.1,5.916,-68.904,73.95,,,,,,,,,,
,,,,,08-29-2025-Fri 15-30-10-PM,0.2,5.908,-69.79,36.925,08-29-2025-Fri 15-30-10-PM,0.3,5.908,-69.5164,24.6167,,,,,,08-29-2025-Fri 15-30-10-PM,0.3,5.904,-68.6306,24.6,08-29-2025-Fri 15-30-10-PM,0.2,5.912,-68.926,36.95,,,,,,,,,,
,,,,,08-29-2025-Fri 15-30-12-PM,0.1,5.912,-69.823,73.9,08-29-2025-Fri 15-30-12-PM,0.2,5.912,-69.5492,36.95,,,,,,08-29-2025-Fri 15-30-12-PM,0.4,5.904,-68.6306,18.45,08-29-2025-Fri 15-30-12-PM,0.4,5.916,-69.013,18.4875,,,,,,08-29-2025-Fri 15-30-12-PM,0.1,5.912,-69.828,73.9
,,,,,08-29-2025-Fri 15-30-15-PM,0.6,5.912,-69.833,12.3167,08-29-2025-Fri 15-30-15-PM,0.2,5.908,-69.5164,36.925,,,,,,08-29-2025-Fri 15-30-15-PM,0.2,5.9,-68.6634,36.875,08-29-2025-Fri 15-30-15-PM,0.2,5.912,-69.013,36.95,,,,,,08-29-2025-Fri 15-30-15-PM,0.3,5.908,-69.811,24.6167
,,,,,08-29-2025-Fri 15-30-17-PM,0.1,5.912,-69.866,73.9,08-29-2025-Fri 15-30-17-PM,0,5.916,-69.5164,inf,,,,,,08-29-2025-Fri 15-30-17-PM,0,5.9,-68.6961,inf,08-29-2025-Fri 15-30-17-PM,0.2,5.916,-68.958,36.975,,,,,,08-29-2025-Fri 15-30-17-PM,0.3,5.908,-69.713,24.6167
,,,,,08-29-2025-Fri 15-30-19-PM,0.2,5.912,-69.877,36.95,08-29-2025-Fri 15-30-19-PM,0.1,5.912,-69.5819,73.9,08-29-2025-Fri 15-30-19-PM,0.1,5.912,-68.937,73.9,08-29-2025-Fri 15-30-19-PM,0.2,5.904,-68.729,36.9,08-29-2025-Fri 15-30-19-PM,0.4,5.916,-69.013,18.4875,,,,,,08-29-2025-Fri 15-30-19-PM,0.5,5.908,-69.779,14.77
,,,,,08-29-2025-Fri 15-30-22-PM,0.3,5.908,-69.877,24.6167,08-29-2025-Fri 15-30-22-PM,0.6,5.912,-69.5819,12.3167,08-29-2025-Fri 15-30-22-PM,0.3,5.912,-68.948,24.6333,08-29-2025-Fri 15-30-22-PM,0.3,5.9,-68.729,24.5833,08-29-2025-Fri 15-30-22-PM,0.4,5.916,-69.035,18.4875,,,,,,08-29-2025-Fri 15-30-22-PM,0.3,5.908,-69.812,24.6167
,,,,,,,,,,,,,,,,,,,,08-29-2025-Fri 15-25-21-PM,0.1,5.904,-65.5769,73.8,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,08-29-2025-Fri 15-25-24-PM,0.3,5.904,-65.5769,24.6,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,08-29-2025-Fri 15-25-26-PM,0.2,5.908,-65.6425,36.925,,,,,,,,,,,,,,,